program,type,directed,batch,nodes,modifier,diameter,time,clocktime,system,percent,memory,voluntary,involuntary,faults,exit
nx,sf,0,2,1000,2.9,15,2.25597500801,2.252645,0.12,98%,29700,10,79,0,0
gl,sf,0,2,1000,2.9,15,0.696924,4.02028,1.11,825%,27756,25453,2418,0,0
gtp,sf,0,2,1000,2.9,15.0,0.0877568721771,4.483996,0.19,721%,63752,163,106,0,0
glp,sf,0,2,1000,2.9,50,3.34584,99.1104,4.95,2618%,23020,105600,42601,0,0
snp,sf,0,2,1000,2.9,12,0.000524044036865,0.00054,0.02,98%,31584,5,24,0,0
nx,sf,0,3,1000,2.9,17,2.60378098488,2.568505,0.13,96%,29680,30,51,0,0
gl,sf,0,3,1000,2.9,17,0.742685,5.28263,1.05,817%,26772,27987,2539,0,0
gtp,sf,0,3,1000,2.9,17.0,0.145825147629,4.250997,0.27,646%,63756,234,256,0,0
glp,sf,0,3,1000,2.9,37,2.18512,66.1937,4.00,2612%,34916,78454,35111,0,0
snp,sf,0,3,1000,2.9,13,0.000519990921021,0.000535,0.03,98%,31584,5,23,0,0
nx,sf,0,4,1000,2.9,19,3.18608403206,2.992808,0.13,93%,29624,11,162,0,0
gl,sf,0,4,1000,2.9,19,0.813269,4.76922,1.25,823%,27468,30847,3119,0,0
gtp,sf,0,4,1000,2.9,18.0,0.137722969055,6.045283,0.37,842%,63756,222,251,0,0
glp,sf,0,4,1000,2.9,63,4.34919,129.428,6.01,2710%,26812,131625,48039,0,0
snp,sf,0,4,1000,2.9,16,0.000566005706787,0.000581,0.05,95%,31584,5,30,0,0
nx,sf,0,0,1000,3.0,15,2.34138703346,2.329837,0.15,99%,29700,15,81,0,0
gl,sf,0,0,1000,3.0,15,0.665472,4.68052,1.16,1029%,25244,24915,2162,0,0
gtp,sf,0,0,1000,3.0,14.0,0.128923892975,4.835782,0.38,741%,63760,204,268,0,0
glp,sf,0,0,1000,3.0,48,2.94616,87.5886,4.76,2570%,24456,100291,43334,0,0
snp,sf,0,0,1000,3.0,10,0.000521183013916,0.000535,0.03,98%,31584,5,31,0,0
nx,sf,0,1,1000,3.0,17,3.63445711136,2.280034,0.08,64%,29708,14,407,0,0
gl,sf,0,1,1000,3.0,17,0.784875,5.76907,1.24,840%,25436,28108,2367,0,0
gtp,sf,0,1,1000,3.0,17.0,0.211692094803,5.267232,0.33,700%,63756,250,423,0,0
glp,sf,0,1,1000,3.0,35,2.43331,74.0393,3.68,2636%,24636,75019,29055,0,0
snp,sf,0,1,1000,3.0,12,0.000514030456543,0.00053,0.02,98%,31580,5,20,0,0
nx,sf,0,2,1000,3.0,19,4.03144979477,2.831884,0.13,67%,29632,13,478,1,0
gl,sf,0,2,1000,3.0,19,0.787664,4.83225,1.21,997%,25996,31022,3701,0,0
gtp,sf,0,2,1000,3.0,19.0,0.15501999855,5.606404,0.35,794%,63748,205,256,0,0
glp,sf,0,2,1000,3.0,47,3.18905,96.4263,4.93,2671%,23312,99486,38081,0,0
snp,sf,0,2,1000,3.0,16,0.000504016876221,0.000519,0.04,98%,31584,5,16,0,0
nx,sf,0,3,1000,3.0,16,3.46238899231,2.348635,0.05,69%,29664,28,331,0,0
gl,sf,0,3,1000,3.0,16,0.716878,5.68968,0.90,886%,27984,26584,2726,0,0
gtp,sf,0,3,1000,3.0,15.0,0.183221101761,4.246627,0.20,630%,63756,241,349,0,0
glp,sf,0,3,1000,3.0,63,3.82598,114.336,5.90,2730%,23608,131300,55124,0,0
snp,sf,0,3,1000,3.0,13,0.000514030456543,0.000529,0.04,98%,31584,5,25,0,0
nx,sf,0,4,1000,3.0,20,3.41722798347,1.8662,0.10,56%,29344,26,480,0,0
gl,sf,0,4,1000,3.0,20,0.890409,5.31482,1.25,868%,26040,32299,3197,0,0
gtp,sf,0,4,1000,3.0,19.0,0.146724224091,2.940647,0.22,506%,63748,228,314,0,0
glp,sf,0,4,1000,3.0,46,3.01899,86.4812,4.52,2526%,24724,97306,38809,0,0
snp,sf,0,4,1000,3.0,16,0.000491142272949,0.000505,0.03,98%,31584,5,24,0,0
nx,sf,0,0,10000,2.0,5,1353.14955115,1193.166683,0.73,88%,130464,20,48793,1,0
gl,sf,0,0,10000,2.0,5,4.09408,182.259,118.40,3687%,466244,31464,2903,0,0
gtp,sf,0,0,10000,2.0,5.0,0.14615893364,4.046982,0.26,193%,68940,239,475,0,0
glp,sf,0,0,10000,2.0,16,2.02253,80.3582,13.64,2960%,60224,38712,11902,0,0
snp,sf,0,0,10000,2.0,4,0.015969991684,0.01598,0.04,99%,33520,8,35,0,0
nx,sf,0,1,10000,2.0,5,1197.60566616,1058.695915,0.72,88%,122632,19,47327,0,0
gl,sf,0,1,10000,2.0,5,4.18884,191.036,131.27,3908%,468888,27885,2995,0,0
gtp,sf,0,1,10000,2.0,5.0,0.169220924377,4.065747,0.21,205%,68564,237,407,0,0
glp,sf,0,1,10000,2.0,14,1.69143,69.9326,12.80,2957%,55984,34347,11272,0,0
snp,sf,0,1,10000,2.0,5,0.0150878429413,0.01511,0.06,99%,33520,8,29,0,0
nx,sf,0,2,10000,2.0,5,1210.32680297,969.889571,0.73,80%,135960,13,59473,0,0
gl,sf,0,2,10000,2.0,5,4.86136,208.608,152.74,3645%,475968,26291,3324,0,0
gtp,sf,0,2,10000,2.0,4.0,0.0622570514679,2.983126,0.21,166%,73120,170,108,0,0
glp,sf,0,2,10000,2.0,18,2.26528,88.7002,13.11,3011%,47560,42591,13681,0,0
snp,sf,0,2,10000,2.0,4,0.0132009983063,0.013217,0.06,99%,33516,9,36,0,0
nx,sf,0,3,10000,2.0,5,1429.76432419,1155.888728,0.42,80%,132556,16,74937,0,0
gl,sf,0,3,10000,2.0,5,4.24213,191.881,131.64,3831%,464684,28858,2904,0,0
gtp,sf,0,3,10000,2.0,5.0,0.115817070007,4.738654,0.40,206%,68832,191,492,0,0
glp,sf,0,3,10000,2.0,12,1.40237,58.1405,12.95,2851%,57036,29474,9143,0,0
snp,sf,0,3,10000,2.0,4,0.0129270553589,0.012944,0.06,99%,33516,8,35,0,0
nx,sf,0,4,10000,2.0,5,1465.88780999,831.156511,25.89,56%,123416,18,153284,0,0
gl,sf,0,4,10000,2.0,5,5.23175,244.326,182.36,4052%,455536,29354,3319,0,0
gtp,sf,0,4,10000,2.0,5.0,0.137547016144,4.66374,0.45,219%,68772,232,501,0,0
glp,sf,0,4,10000,2.0,13,1.67557,68.3431,13.06,2925%,48204,32296,9458,0,0
snp,sf,0,4,10000,2.0,4,0.0113911628723,0.011408,0.03,96%,33516,9,34,0,0
nx,sf,0,0,10000,2.1,6,1006.88798904,896.611635,0.98,88%,98856,26,33944,0,0
gl,sf,0,0,10000,2.1,6,4.97273,221.345,162.13,3911%,440452,27423,2848,0,0
gtp,sf,0,0,10000,2.1,5.0,0.117125034332,3.332348,0.23,198%,67956,213,435,0,0
glp,sf,0,0,10000,2.1,13,1.60089,69.8035,14.04,3021%,47692,32277,11219,0,0
snp,sf,0,0,10000,2.1,5,0.0103809833527,0.010398,0.03,94%,33460,8,30,0,0
nx,sf,0,1,10000,2.1,6,1057.61527419,1057.267241,0.37,99%,103404,12,4493,0,0
gl,sf,0,1,10000,2.1,6,5.46984,251.904,186.21,3944%,472816,31356,3978,0,0
gtp,sf,0,1,10000,2.1,5.0,0.0690460205078,3.37439,0.29,207%,67916,172,478,0,0
glp,sf,0,1,10000,2.1,15,1.83601,75.067,13.12,2995%,62304,36042,11927,0,0
snp,sf,0,1,10000,2.1,5,0.0106000900269,0.010628,0.06,94%,33464,8,30,0,0
nx,sf,0,2,10000,2.1,6,1164.53776503,885.068193,0.71,75%,99048,29,76484,0,0
gl,sf,0,2,10000,2.1,6,6.14906,266.131,203.21,3802%,465732,29968,3648,0,0
gtp,sf,0,2,10000,2.1,6.0,0.127285957336,4.785799,0.31,237%,67924,180,771,0,0
glp,sf,0,2,10000,2.1,15,1.84998,76.4228,15.06,2980%,48272,37178,11056,0,0
snp,sf,0,2,10000,2.1,5,0.0118818283081,0.011898,0.04,96%,33464,9,38,0,0
nx,sf,0,3,10000,2.1,6,1338.46075892,760.793709,0.25,56%,97992,16,139871,0,0
gl,sf,0,3,10000,2.1,6,5.4694,251.819,183.32,3973%,477436,31175,3383,0,0
gtp,sf,0,3,10000,2.1,6.0,0.145092010498,4.924588,0.20,245%,67848,219,663,0,0
glp,sf,0,3,10000,2.1,15,1.76387,66.8202,13.62,2761%,50260,36737,8628,0,0
snp,sf,0,3,10000,2.1,6,0.00990200042725,0.009931,0.04,98%,33464,9,32,0,0
nx,sf,0,4,10000,2.1,6,944.581634998,831.586245,0.63,88%,96652,73,39270,4,0
gl,sf,0,4,10000,2.1,6,4.81839,217.507,153.97,3884%,461724,30198,3396,0,0
gtp,sf,0,4,10000,2.1,6.0,0.162828922272,4.184181,0.42,225%,67852,237,712,0,0
glp,sf,0,4,10000,2.1,15,1.77575,71.4223,13.68,2894%,46408,36834,10926,0,0
snp,sf,0,4,10000,2.1,5,0.00923991203308,0.009256,0.05,99%,33460,8,34,0,0
nx,sf,0,0,10000,2.2,7,931.165318966,812.829304,0.45,87%,89384,15,38950,0,0
gl,sf,0,0,10000,2.2,7,5.74881,259.257,195.83,4021%,476540,31599,3239,0,0
gtp,sf,0,0,10000,2.2,6.0,0.113492965698,3.094767,0.55,228%,67616,192,245,0,0
glp,sf,0,0,10000,2.2,20,2.2864,89.4751,13.50,3049%,52688,46995,16146,0,0
snp,sf,0,0,10000,2.2,5,0.00807309150696,0.008089,0.04,99%,33464,9,35,0,0
nx,sf,0,1,10000,2.2,7,911.600891113,792.221177,0.45,86%,89624,30,38677,2,0
gl,sf,0,1,10000,2.2,7,6.6932,303.035,241.73,4047%,467852,32130,3951,0,0
gtp,sf,0,1,10000,2.2,7.0,0.191623926163,5.71366,0.32,291%,67632,223,378,0,0
glp,sf,0,1,10000,2.2,23,2.48981,94.9019,14.21,3024%,45120,54168,18300,0,0
snp,sf,0,1,10000,2.2,5,0.00893306732178,0.008923,0.04,99%,33464,8,28,0,0
nx,sf,0,2,10000,2.2,7,830.693356037,829.10791,0.35,99%,91752,21,5044,0,0
gl,sf,0,2,10000,2.2,7,5.71477,269.475,204.31,4168%,465816,32145,3531,0,0
gtp,sf,0,2,10000,2.2,6.0,0.148586034775,3.004644,0.50,211%,67720,222,438,0,0
glp,sf,0,2,10000,2.2,15,1.71218,71.7488,13.73,2998%,44732,35993,12664,0,0
snp,sf,0,2,10000,2.2,6,0.00969815254211,0.009646,0.06,99%,33460,9,30,0,0
nx,sf,0,3,10000,2.2,7,826.888409138,721.732334,0.44,87%,85208,24,36472,0,0
gl,sf,0,3,10000,2.2,7,6.11529,270.139,207.39,3924%,481704,31629,3483,0,0
gtp,sf,0,3,10000,2.2,7.0,0.0645110607147,2.919411,0.26,226%,67664,171,147,0,0
glp,sf,0,3,10000,2.2,19,2.28151,92.2887,21.57,2926%,58608,45753,12386,0,0
snp,sf,0,3,10000,2.2,6,0.00841689109802,0.008451,0.06,99%,33460,9,25,0,0
nx,sf,0,4,10000,2.2,8,889.762003899,800.993269,0.67,90%,84204,16,31816,0,0
gl,sf,0,4,10000,2.2,8,7.27055,349.543,278.99,4320%,472912,35857,3893,0,0
gtp,sf,0,4,10000,2.2,8.0,0.125701904297,4.936635,0.55,290%,67536,230,262,0,0
glp,sf,0,4,10000,2.2,23,2.36348,90.4448,13.74,3010%,45072,53165,19399,0,0
snp,sf,0,4,10000,2.2,6,0.00725913047791,0.007267,0.05,99%,33464,8,30,0,0
nx,sf,0,0,10000,2.3,9,819.620239973,705.079446,0.74,86%,80040,17,34939,0,0
gl,sf,0,0,10000,2.3,9,6.16481,287.507,216.19,4125%,478644,37177,4300,0,0
gtp,sf,0,0,10000,2.3,8.0,0.160108089447,4.169897,0.51,286%,67456,238,573,0,0
glp,sf,0,0,10000,2.3,25,2.58436,96.3196,14.29,2963%,55036,57783,19294,0,0
snp,sf,0,0,10000,2.3,7,0.0071120262146,0.006759,0.03,98%,33460,8,35,0,0
nx,sf,0,1,10000,2.3,9,781.977753878,706.569792,0.79,90%,77452,37,30006,21,0
gl,sf,0,1,10000,2.3,9,7.69803,362.034,288.08,4262%,477992,40918,4878,0,0
gtp,sf,0,1,10000,2.3,9.0,0.0936079025269,4.647316,0.20,306%,67196,180,277,0,0
glp,sf,0,1,10000,2.3,19,2.1004,89.5293,18.53,3088%,46312,44782,15930,0,0
snp,sf,0,1,10000,2.3,8,0.00636291503906,0.006379,0.04,98%,33464,9,33,0,0
nx,sf,0,2,10000,2.3,8,812.14430809,711.314055,0.79,87%,82500,51,35999,3,0
gl,sf,0,2,10000,2.3,8,6.6838,304.175,239.27,4093%,459016,33831,3471,0,0
gtp,sf,0,2,10000,2.3,8.0,0.191605091095,5.672036,0.19,313%,67460,241,324,0,0
glp,sf,0,2,10000,2.3,20,2.06487,86.5196,14.84,3104%,55136,47260,17107,0,0
snp,sf,0,2,10000,2.3,6,0.00691294670105,0.00693,0.03,99%,33464,8,39,0,0
nx,sf,0,3,10000,2.3,7,733.785448074,733.620817,0.21,99%,82020,18,1193,0,0
gl,sf,0,3,10000,2.3,7,5.77713,265.567,206.00,4074%,462964,33323,3843,0,0
gtp,sf,0,3,10000,2.3,7.0,0.138803005219,4.542201,0.38,275%,67600,214,216,0,0
glp,sf,0,3,10000,2.3,26,2.87707,114.968,20.37,3115%,45068,63191,19180,0,0
snp,sf,0,3,10000,2.3,5,0.0105810165405,0.010616,0.06,99%,33460,9,46,0,0
nx,sf,0,4,10000,2.3,8,756.159418106,755.828005,0.40,99%,82496,18,1861,0,0
gl,sf,0,4,10000,2.3,8,6.39394,289.491,221.85,4022%,477516,33738,4137,0,0
gtp,sf,0,4,10000,2.3,8.0,0.163637876511,4.019632,0.19,253%,67472,228,279,0,0
glp,sf,0,4,10000,2.3,22,2.27987,83.7348,15.52,2800%,45788,51707,15547,0,0
snp,sf,0,4,10000,2.3,7,0.00691103935242,0.006928,0.02,98%,33464,9,34,0,0
nx,sf,0,0,10000,2.4,9,684.629259109,622.247315,0.41,90%,75708,55,23755,5,0
gl,sf,0,0,10000,2.4,9,8.33414,393.594,324.11,4327%,461752,39801,4632,0,0
gtp,sf,0,0,10000,2.4,9.0,0.144218921661,5.940526,0.40,312%,67188,186,185,0,0
glp,sf,0,0,10000,2.4,21,2.07521,78.1616,15.34,2849%,48248,49465,16044,0,0
snp,sf,0,0,10000,2.4,9,0.00695300102234,0.006951,0.04,99%,33460,8,27,0,0
nx,sf,0,1,10000,2.4,10,927.066736937,512.76253,18.56,55%,75276,27,99391,0,0
gl,sf,0,1,10000,2.4,10,7.7316,360.519,286.09,4258%,471100,43239,4744,0,0
gtp,sf,0,1,10000,2.4,10.0,0.120343923569,6.175569,0.38,373%,67180,177,233,0,0
glp,sf,0,1,10000,2.4,25,2.44313,88.5405,14.04,2851%,45280,57220,18813,0,0
snp,sf,0,1,10000,2.4,9,0.00608706474304,0.006108,0.05,99%,33464,8,33,0,0
nx,sf,0,2,10000,2.4,8,953.279366016,684.953231,0.39,71%,76756,31,72622,0,0
gl,sf,0,2,10000,2.4,8,5.89865,249.512,190.40,3764%,457796,31990,3342,0,0
gtp,sf,0,2,10000,2.4,8.0,0.177334070206,4.896318,0.60,312%,67380,238,395,0,0
glp,sf,0,2,10000,2.4,25,2.59337,98.1113,13.95,3050%,45016,57096,20250,0,0
snp,sf,0,2,10000,2.4,6,0.00624513626099,0.00626,0.03,99%,33464,8,31,0,0
nx,sf,0,3,10000,2.4,10,605.27224803,605.221826,0.20,99%,74948,20,790,0,0
gl,sf,0,3,10000,2.4,10,7.53243,353.805,283.72,4254%,462296,40615,4886,0,0
gtp,sf,0,3,10000,2.4,9.0,0.109740018845,2.983045,0.38,252%,67196,224,358,0,0
glp,sf,0,3,10000,2.4,20,2.07184,80.7791,13.46,2960%,45140,47041,16466,0,0
snp,sf,0,3,10000,2.4,7,0.00684499740601,0.006862,0.04,99%,33464,9,35,0,0
nx,sf,0,4,10000,2.4,10,893.029312134,625.758226,0.53,70%,75264,15,71590,0,0
gl,sf,0,4,10000,2.4,10,7.56915,357.737,281.61,4323%,478232,39991,4405,0,0
gtp,sf,0,4,10000,2.4,9.0,0.187824010849,4.372959,0.34,269%,67188,252,401,0,0
glp,sf,0,4,10000,2.4,25,2.59136,103.941,16.37,3123%,51092,57612,20355,0,0
snp,sf,0,4,10000,2.4,8,0.00603580474854,0.006053,0.06,98%,33464,9,34,0,0
nx,sf,0,0,10000,2.5,12,656.116795063,586.806631,0.96,89%,72440,25,24084,0,0
gl,sf,0,0,10000,2.5,12,8.68925,406.806,328.49,4318%,479876,46075,4857,0,0
gtp,sf,0,0,10000,2.5,12.0,0.198240041733,5.310326,0.34,346%,67164,208,406,0,0
glp,sf,0,0,10000,2.5,26,2.54536,93.0131,14.19,2877%,50356,60137,20731,0,0
snp,sf,0,0,10000,2.5,11,0.0056209564209,0.005637,0.04,98%,33464,8,29,0,0
nx,sf,0,1,10000,2.5,10,662.108673096,596.160704,0.38,90%,73140,16,23598,0,0
gl,sf,0,1,10000,2.5,10,7.79153,370.342,296.80,4351%,467744,39616,4080,0,0
gtp,sf,0,1,10000,2.5,10.0,0.120234012604,4.518421,0.29,318%,67180,190,310,0,0
glp,sf,0,1,10000,2.5,25,2.52015,94.9644,13.86,2980%,56916,57548,19715,0,0
snp,sf,0,1,10000,2.5,8,0.00581979751587,0.005836,0.03,98%,33460,8,38,0,0
nx,sf,0,2,10000,2.5,10,593.807952881,515.96152,0.45,86%,73588,17,21690,0,0
gl,sf,0,2,10000,2.5,10,7.02265,321.356,251.57,4112%,456972,38886,4388,0,0
gtp,sf,0,2,10000,2.5,10.0,0.176628112793,4.974804,0.43,329%,67112,232,356,0,0
glp,sf,0,2,10000,2.5,24,2.27572,86.3717,14.52,2920%,44668,55140,19655,0,0
snp,sf,0,2,10000,2.5,6,0.00588202476501,0.005898,0.01,98%,33464,9,39,0,0
nx,sf,0,3,10000,2.5,10,733.822798967,637.644749,0.48,86%,73512,18,28480,0,0
gl,sf,0,3,10000,2.5,10,7.65381,361.992,287.83,4331%,469624,40321,4273,0,0
gtp,sf,0,3,10000,2.5,10.0,0.18084692955,5.342195,0.32,309%,67180,222,371,0,0
glp,sf,0,3,10000,2.5,32,3.09421,112.564,14.74,2987%,46800,71818,25393,0,0
snp,sf,0,3,10000,2.5,8,0.00575685501099,0.005773,0.03,98%,33464,9,36,0,0
nx,sf,0,4,10000,2.5,10,645.981652021,644.253565,0.42,99%,74632,20,8043,0,0
gl,sf,0,4,10000,2.5,10,7.23569,330.567,259.03,4126%,459740,41734,4804,0,0
gtp,sf,0,4,10000,2.5,10.0,0.127847194672,4.652865,0.23,327%,67312,205,288,0,0
glp,sf,0,4,10000,2.5,23,2.41099,95.5668,13.55,3117%,45364,52740,19653,0,0
snp,sf,0,4,10000,2.5,9,0.00576186180115,0.005778,0.04,98%,33464,9,29,0,0
nx,sf,0,0,10000,2.6,14,860.199242115,648.415803,0.72,75%,68560,17,24574,0,0
gl,sf,0,0,10000,2.6,14,9.34915,441.635,358.11,4382%,471724,47579,4920,0,0
gtp,sf,0,0,10000,2.6,14.0,0.163362979889,4.613996,0.45,355%,66816,199,256,0,0
glp,sf,0,0,10000,2.6,37,3.57697,125.773,14.95,2961%,44916,82683,27541,0,0
snp,sf,0,0,10000,2.6,12,0.0054759979248,0.005491,0.05,98%,33460,8,36,0,0
nx,sf,0,1,10000,2.6,14,577.750686884,577.417592,0.21,99%,69260,17,2261,0,0
gl,sf,0,1,10000,2.6,14,9.28449,433.88,349.49,4332%,484100,47918,5090,0,0
gtp,sf,0,1,10000,2.6,14.0,0.179269075394,5.284057,0.42,321%,67048,234,434,0,0
glp,sf,0,1,10000,2.6,35,3.45133,123.063,14.81,2971%,46788,78200,26532,0,0
snp,sf,0,1,10000,2.6,11,0.00535011291504,0.005366,0.03,98%,33480,9,33,0,0
nx,sf,0,2,10000,2.6,13,606.555984974,594.298213,0.20,97%,70864,15,6679,0,0
gl,sf,0,2,10000,2.6,13,10.8122,514.172,431.39,4444%,470128,50533,5812,0,0
gtp,sf,0,2,10000,2.6,13.0,0.204728126526,4.807022,0.25,306%,71088,248,410,0,0
glp,sf,0,2,10000,2.6,28,2.85479,107.427,14.18,3064%,55680,63997,23514,0,0
snp,sf,0,2,10000,2.6,12,0.00542402267456,0.00544,0.04,98%,33484,8,38,0,0
nx,sf,0,3,10000,2.6,14,843.962188959,573.140703,0.53,67%,70560,25,74745,0,0
gl,sf,0,3,10000,2.6,14,9.47935,446.039,363.26,4348%,468192,48737,4925,0,0
gtp,sf,0,3,10000,2.6,13.0,0.16673707962,4.584583,0.38,337%,66896,220,290,0,0
glp,sf,0,3,10000,2.6,38,3.75618,143.607,19.43,3147%,50488,87262,30842,0,0
snp,sf,0,3,10000,2.6,11,0.00539088249207,0.005406,0.04,98%,33464,9,30,0,0
nx,sf,0,4,10000,2.6,13,667.039753199,591.775781,0.48,88%,70752,16,26562,0,0
gl,sf,0,4,10000,2.6,13,8.98925,426.03,342.88,4391%,468848,47171,4955,0,0
gtp,sf,0,4,10000,2.6,13.0,0.163725852966,5.394972,0.51,354%,67076,225,280,0,0
glp,sf,0,4,10000,2.6,28,3.34135,108.927,14.90,2745%,45096,64236,20165,0,0
snp,sf,0,4,10000,2.6,10,0.00555896759033,0.005483,0.03,98%,33460,9,32,0,0
nx,sf,0,0,10000,2.7,13,581.562977076,580.254237,0.34,99%,70352,21,5358,0,0
gl,sf,0,0,10000,2.7,13,9.14579,428.576,348.62,4346%,482308,46788,5125,0,0
gtp,sf,0,0,10000,2.7,13.0,0.172913789749,4.314458,0.23,322%,66988,247,370,0,0
glp,sf,0,0,10000,2.7,36,3.86842,138.945,20.17,2969%,55008,82731,27367,0,0
snp,sf,0,0,10000,2.7,10,0.00538802146912,0.005406,0.04,98%,33460,9,36,0,0
nx,sf,0,1,10000,2.7,13,840.581330061,565.745834,0.45,67%,68820,19,72688,0,0
gl,sf,0,1,10000,2.7,13,10.7551,513.095,431.34,4457%,472160,49608,5749,0,0
gtp,sf,0,1,10000,2.7,13.0,0.174351930618,4.169293,0.16,315%,70984,249,400,0,0
glp,sf,0,1,10000,2.7,41,4.28781,154.955,15.81,3135%,45364,91013,31814,0,0
snp,sf,0,1,10000,2.7,10,0.00533604621887,0.005366,0.03,98%,33464,9,28,0,0
nx,sf,0,2,10000,2.7,17,644.001534939,590.898778,1.31,91%,66916,16,17457,0,0
gl,sf,0,2,10000,2.7,17,10.9226,515.726,426.49,4442%,473700,53390,5966,0,0
gtp,sf,0,2,10000,2.7,17.0,0.19779586792,5.50604,0.21,380%,66788,225,503,0,0
glp,sf,0,2,10000,2.7,51,4.93995,169.132,16.70,3034%,53784,110687,37083,0,0
snp,sf,0,2,10000,2.7,14,0.00511789321899,0.005134,0.05,98%,33480,9,30,0,0
nx,sf,0,3,10000,2.7,16,639.090137959,582.104608,0.36,91%,67656,19,19269,0,0
gl,sf,0,3,10000,2.7,16,10.9992,517.121,429.02,4428%,467912,53822,5590,0,0
gtp,sf,0,3,10000,2.7,15.0,0.157053947449,4.332078,0.42,347%,66932,232,432,0,0
glp,sf,0,3,10000,2.7,52,4.68801,159.51,16.54,2973%,45900,114159,41406,0,0
snp,sf,0,3,10000,2.7,12,0.00520300865173,0.005219,0.04,98%,33484,8,32,0,0
nx,sf,0,4,10000,2.7,17,583.003026962,582.883813,0.25,99%,67352,19,1185,0,0
gl,sf,0,4,10000,2.7,17,11.9079,556.017,465.66,4393%,468048,57113,6848,0,0
gtp,sf,0,4,10000,2.7,17.0,0.162225961685,6.984589,0.35,439%,71004,216,529,0,0
glp,sf,0,4,10000,2.7,49,4.42837,163.741,22.46,3133%,46044,111783,40280,0,0
snp,sf,0,4,10000,2.7,13,0.00511288642883,0.005131,0.03,97%,33484,9,41,0,0
nx,sf,0,0,10000,2.8,16,693.588592052,586.031945,0.55,84%,67116,23,32647,7,0
gl,sf,0,0,10000,2.8,16,12.3344,590.963,501.87,4530%,465720,54740,5921,0,0
gtp,sf,0,0,10000,2.8,16.0,0.13658285141,4.867256,0.34,364%,71012,206,360,0,0
glp,sf,0,0,10000,2.8,37,3.53627,129.19,14.71,3065%,44648,81661,29654,0,0
snp,sf,0,0,10000,2.8,11,0.00508904457092,0.005105,0.05,98%,33480,8,29,0,0
nx,sf,0,1,10000,2.8,18,721.310714006,502.91028,0.37,69%,66292,15,58347,0,0
gl,sf,0,1,10000,2.8,18,12.1778,575.012,477.95,4453%,477600,59672,6566,0,0
gtp,sf,0,1,10000,2.8,18.0,0.153681993484,5.092001,0.43,360%,70884,195,427,0,0
glp,sf,0,1,10000,2.8,41,3.6611,133.698,17.17,3051%,45240,90535,35036,0,0
snp,sf,0,1,10000,2.8,15,0.00496292114258,0.00498,0.03,87%,33464,8,29,0,0
nx,sf,0,2,10000,2.8,19,765.849246025,434.462446,13.38,56%,66216,35,81334,0,0
gl,sf,0,2,10000,2.8,19,13.403,640.218,542.59,4533%,473728,64153,6813,0,0
gtp,sf,0,2,10000,2.8,18.0,0.135398864746,4.50122,0.32,359%,70872,209,463,0,0
glp,sf,0,2,10000,2.8,40,3.92366,138.749,16.13,3054%,45064,88496,29821,0,0
snp,sf,0,2,10000,2.8,15,0.0049729347229,0.004988,0.06,98%,33460,9,28,0,0
nx,sf,0,3,10000,2.8,17,787.907306194,522.802873,0.84,66%,66800,14,69982,0,0
gl,sf,0,3,10000,2.8,17,10.3634,480.899,389.39,4346%,471492,54558,5735,0,0
gtp,sf,0,3,10000,2.8,17.0,0.13450217247,4.423806,0.29,352%,66788,199,462,0,0
glp,sf,0,3,10000,2.8,35,3.32414,122.804,15.58,3066%,45216,77879,28165,0,0
snp,sf,0,3,10000,2.8,13,0.00507616996765,0.005092,0.04,98%,33460,8,26,0,0
nx,sf,0,4,10000,2.8,19,624.281833887,556.358044,0.38,89%,66080,20,22031,0,0
gl,sf,0,4,10000,2.8,19,15.6486,755.369,658.84,4610%,480452,64820,8188,0,0
gtp,sf,0,4,10000,2.8,19.0,0.128256082535,4.700399,0.38,369%,66792,207,484,0,0
glp,sf,0,4,10000,2.8,43,4.09968,142.486,16.78,2978%,45488,95559,32145,0,0
snp,sf,0,4,10000,2.8,15,0.00495505332947,0.004971,0.03,98%,33480,9,26,0,0
nx,sf,0,0,10000,2.9,19,735.642344952,489.483167,0.27,66%,65764,30,64182,0,0
gl,sf,0,0,10000,2.9,19,12.2211,575.688,476.25,4444%,470760,61502,6381,0,0
gtp,sf,0,0,10000,2.9,19.0,0.0986409187317,4.635022,0.42,364%,66776,184,426,0,0
glp,sf,0,0,10000,2.9,48,4.36773,154.657,16.37,3082%,44912,105463,39592,0,0
snp,sf,0,0,10000,2.9,16,0.00491189956665,0.004926,0.04,98%,33464,9,28,0,0
nx,sf,0,1,10000,2.9,21,549.793452978,523.306341,0.37,95%,65564,34,13347,0,0
gl,sf,0,1,10000,2.9,21,17.2977,844.598,744.18,4693%,471556,66279,8763,0,0
gtp,sf,0,1,10000,2.9,20.0,0.108108997345,4.589225,0.22,372%,66768,167,211,0,0
glp,sf,0,1,10000,2.9,41,3.86947,128.992,15.37,2876%,50192,90803,28397,0,0
snp,sf,0,1,10000,2.9,16,0.00490999221802,0.004928,0.06,98%,33460,8,24,0,0
nx,sf,0,2,10000,2.9,20,597.255697966,449.020857,0.17,75%,65740,25,37399,0,0
gl,sf,0,2,10000,2.9,20,12.8207,602.611,501.74,4442%,469488,65325,7057,0,0
gtp,sf,0,2,10000,2.9,20.0,0.151046991348,3.986415,0.37,337%,66776,230,339,0,0
glp,sf,0,2,10000,2.9,45,4.25917,151.85,15.55,3067%,52780,98693,36143,0,0
