program,type,directed,batch,nodes,modifier,diameter,time,clocktime,system,percent,memory,voluntary,involuntary,faults,exit
gl,er,0,3,100,4,5,0.235715,2.76584,0.59,948%,22252,11319,1192,0,0
gtp,er,0,3,100,4,4.0,0.000396013259888,0.00039,0.14,97%,63136,38,155,0,0
glp,er,0,3,100,4,5,0.324265,11.7078,0.73,1943%,21784,12748,5023,0,0
snp,er,0,3,100,4,4,0.000185012817383,0.0002,0.03,98%,31580,2,21,0,0
nx,er,1,3,100,4,0,4.79221343994e-05,6e-05,0.08,56%,27204,14,94,0,0
gl,er,1,3,100,4,8,0.334214,3.30802,0.73,1050%,20820,15468,2110,0,0
gtp,er,1,3,100,4,5.0,0.000375986099243,0.000372,0.16,99%,63132,50,148,0,0
glp,er,1,3,100,4,6,0.41482,14.026,0.89,1924%,20508,15263,5501,0,0
snp,er,1,3,100,4,5,0.000133991241455,0.000146,0.03,99%,31596,2,25,0,0
nx,er,0,4,100,4,4,0.0445828437805,0.028614,0.08,64%,27140,8,100,0,0
gl,er,0,4,100,4,4,0.219175,2.47197,0.34,1146%,22048,10106,1287,0,0
gtp,er,0,4,100,4,4.0,0.000380039215088,0.000378,0.16,100%,63140,41,94,0,0
glp,er,0,4,100,4,6,0.392353,12.2529,0.54,1766%,22200,15179,5663,0,0
snp,er,0,4,100,4,4,0.000186920166016,0.000202,0.05,98%,31584,2,26,0,0
nx,er,1,4,100,4,0,4.48226928711e-05,4.6e-05,0.07,61%,27200,9,88,0,0
gl,er,1,4,100,4,8,0.341195,3.18246,0.95,873%,24436,15547,1442,0,0
gtp,er,1,4,100,4,6.0,0.000333786010742,0.000331,0.16,97%,63132,51,143,0,0
glp,er,1,4,100,4,7,0.485625,16.382,0.95,2034%,41600,17053,6288,0,0
snp,er,1,4,100,4,6,0.000141859054565,0.000156,0.01,92%,31596,2,29,0,0
nx,er,0,0,100,8,3,0.0399429798126,0.039857,0.12,89%,27624,22,39,0,0
gl,er,0,0,100,8,3,0.166512,2.2044,0.40,992%,22236,8402,1084,0,0
gtp,er,0,0,100,8,3.0,0.000337839126587,0.000336,0.18,99%,63140,51,163,0,0
glp,er,0,0,100,8,6,0.390793,13.3404,0.71,1869%,20684,15115,5165,0,0
snp,er,0,0,100,8,3,0.000244140625,0.000259,0.03,98%,31584,2,27,0,0
nx,er,1,0,100,8,4,0.0347549915314,0.031028,0.12,80%,27956,11,37,0,0
gl,er,1,0,100,8,4,0.174941,2.11366,0.34,1327%,26312,9940,1809,0,0
gtp,er,1,0,100,8,4.0,0.000401020050049,0.000392,0.14,96%,63132,51,174,0,0
glp,er,1,0,100,8,4,0.202458,7.23901,0.60,1860%,22288,10855,4138,0,0
snp,er,1,0,100,8,4,0.000165939331055,0.00018,0.03,92%,31596,2,26,0,0
nx,er,0,1,100,8,3,0.0436980724335,0.038448,0.11,81%,27616,22,62,0,0
gl,er,0,1,100,8,3,0.153687,2.17571,0.32,967%,24416,8128,1318,0,0
gtp,er,0,1,100,8,3.0,0.000407934188843,0.000405,0.11,98%,63140,47,141,0,0
glp,er,0,1,100,8,5,0.35566,12.5277,0.81,1984%,22428,13071,5255,0,0
snp,er,0,1,100,8,3,0.000242948532104,0.000259,0.03,88%,31580,2,26,0,0
nx,er,1,1,100,8,4,0.0334861278534,0.026486,0.07,80%,27964,25,41,0,0
gl,er,1,1,100,8,4,0.208132,2.09158,0.32,1132%,20384,9997,1278,0,0
gtp,er,1,1,100,8,4.0,0.000369071960449,0.000365,0.17,98%,63132,51,168,0,0
glp,er,1,1,100,8,4,0.233405,7.98889,0.55,1369%,24420,11291,3610,0,0
snp,er,1,1,100,8,3,0.000164985656738,0.00018,0.04,95%,31596,2,31,0,0
nx,er,0,2,100,8,3,0.0340359210968,0.034049,0.10,88%,27632,19,25,0,0
gl,er,0,2,100,8,3,0.224195,3.04626,0.59,992%,22240,8714,1239,0,0
gtp,er,0,2,100,8,3.0,0.000346899032593,0.000343,0.16,97%,63140,40,180,0,0
glp,er,0,2,100,8,4,0.207851,7.96472,0.47,1578%,21112,10552,3737,0,0
snp,er,0,2,100,8,3,0.000249147415161,0.000264,0.03,86%,31580,2,26,0,0
nx,er,1,2,100,8,4,0.108392953873,0.046922,3.63,58%,27960,8,674,0,0
gl,er,1,2,100,8,4,0.185545,2.09931,0.37,1378%,20268,10019,1431,0,0
gtp,er,1,2,100,8,4.0,0.00037407875061,0.00037,0.16,97%,63128,48,158,0,0
glp,er,1,2,100,8,4,0.291703,9.5931,0.45,1716%,26216,11069,3732,0,0
snp,er,1,2,100,8,3,0.000156164169312,0.000171,0.04,88%,31592,2,25,0,0
nx,er,0,3,100,8,3,0.027795791626,0.025044,0.10,83%,27620,11,44,0,0
gl,er,0,3,100,8,3,0.177341,1.97976,0.60,816%,37404,8437,891,0,0
gtp,er,0,3,100,8,3.0,0.000401973724365,0.000398,0.16,97%,63140,47,145,0,0
glp,er,0,3,100,8,5,0.324036,11.4993,0.58,2102%,26320,13145,5432,0,0
snp,er,0,3,100,8,3,0.000241994857788,0.000257,0.02,98%,31580,1,32,0,0
nx,er,1,3,100,8,5,0.0233569145203,0.023268,0.10,91%,27956,9,42,0,0
gl,er,1,3,100,8,5,0.231851,2.47649,0.50,1211%,22248,11357,1326,0,0
gtp,er,1,3,100,8,4.0,0.000397920608521,0.000394,0.11,98%,63132,35,180,0,0
glp,er,1,3,100,8,4,0.214592,8.01543,0.51,1744%,24804,10542,3977,0,0
snp,er,1,3,100,8,3,0.000185012817383,0.0002,0.03,98%,31596,2,32,0,0
nx,er,0,4,100,8,3,0.0617108345032,0.033576,0.07,62%,27624,13,83,0,0
gl,er,0,4,100,8,3,0.177716,1.77171,0.43,935%,21172,8522,1222,0,0
gtp,er,0,4,100,8,3.0,0.000342130661011,0.000339,0.15,99%,63136,39,97,0,0
glp,er,0,4,100,8,4,0.262694,8.39527,0.71,1930%,20236,10735,3061,0,0
snp,er,0,4,100,8,3,0.000242948532104,0.000258,0.04,98%,31584,2,22,0,0
nx,er,1,4,100,8,4,0.0324950218201,0.031892,0.09,95%,27964,15,34,0,0
gl,er,1,4,100,8,4,0.201715,1.76596,0.33,850%,20224,9873,1201,0,0
gtp,er,1,4,100,8,4.0,0.000406980514526,0.000403,0.15,97%,63132,48,182,0,0
glp,er,1,4,100,8,4,0.278949,10.3026,0.54,1948%,22252,10992,4417,0,0
snp,er,1,4,100,8,3,0.00014591217041,0.000161,0.03,98%,31596,2,23,0,0
nx,er,0,0,100,16,2,0.081395149231,0.045505,0.06,65%,29476,22,73,0,0
gl,er,0,0,100,16,2,0.120455,2.11283,0.26,1337%,20264,7053,1615,0,0
gtp,er,0,0,100,16,2.0,0.000416040420532,0.000412,0.14,97%,63140,54,162,0,0
glp,er,0,0,100,16,4,0.256918,9.65361,0.88,1720%,20792,11451,4954,0,0
snp,er,0,0,100,16,2,0.00037407875061,0.000388,0.02,94%,31580,2,30,0,0
nx,er,1,0,100,16,3,0.0410959720612,0.041115,0.12,91%,29132,6,45,0,0
gl,er,1,0,100,16,3,0.156114,2.41118,0.59,916%,22044,8457,1161,0,0
gtp,er,1,0,100,16,3.0,0.00031304359436,0.000311,0.18,99%,63132,53,114,0,0
glp,er,1,0,100,16,3,0.180035,6.91043,0.32,1911%,22316,9400,3133,0,0
snp,er,1,0,100,16,3,0.000184774398804,0.000199,0.04,98%,31592,2,31,0,0
nx,er,0,1,100,16,2,0.054692029953,0.054698,0.16,98%,29480,8,35,0,0
gl,er,0,1,100,16,2,0.129385,2.98395,0.29,1274%,25984,7354,1008,0,0
gtp,er,0,1,100,16,2.0,0.000467777252197,0.000462,0.18,98%,63140,51,157,0,0
glp,er,0,1,100,16,5,0.343253,12.6064,0.96,2023%,22388,13024,4260,0,0
snp,er,0,1,100,16,2,0.000383138656616,0.000397,0.04,98%,31584,2,31,0,0
nx,er,1,1,100,16,3,0.0380418300629,0.038067,0.08,84%,29120,27,50,0,0
gl,er,1,1,100,16,3,0.184858,3.38211,0.79,1123%,26352,8730,865,0,0
gtp,er,1,1,100,16,3.0,0.000389814376831,0.000388,0.16,99%,63132,33,146,0,0
glp,er,1,1,100,16,3,0.218137,8.42805,0.84,1223%,24932,9345,3424,0,0
snp,er,1,1,100,16,3,0.000194072723389,0.00021,0.04,99%,31596,2,22,0,0
nx,er,0,2,100,16,2,0.0684640407562,0.068303,4.44,54%,29476,9,590,0,0
gl,er,0,2,100,16,2,0.128594,2.82987,0.56,1289%,20420,7329,1270,0,0
gtp,er,0,2,100,16,2.0,0.000397920608521,0.000395,0.12,99%,63140,46,98,0,0
glp,er,0,2,100,16,3,0.214394,7.36231,0.50,1764%,37468,9254,3453,0,0
snp,er,0,2,100,16,2,0.000385999679565,0.000401,0.02,98%,31584,2,24,0,0
nx,er,1,2,100,16,3,0.0524458885193,0.038979,0.11,69%,29124,12,76,0,0
gl,er,1,2,100,16,3,0.185441,2.57809,0.47,1184%,22280,8459,953,0,0
gtp,er,1,2,100,16,3.0,0.000332117080688,0.000329,0.17,100%,63132,41,35,0,0
glp,er,1,2,100,16,3,0.20858,7.18623,0.49,1683%,20720,9211,3175,0,0
snp,er,1,2,100,16,3,0.000171899795532,0.000188,0.04,98%,31596,2,24,0,0
nx,er,0,3,100,16,2,0.0461549758911,0.046161,0.13,85%,29480,11,28,0,0
gl,er,0,3,100,16,2,0.151517,2.3637,0.33,1054%,20740,7272,1355,0,0
gtp,er,0,3,100,16,2.0,0.000416994094849,0.000415,0.18,100%,63140,45,34,0,0
glp,er,0,3,100,16,4,0.345666,12.3935,0.70,2039%,24636,11076,4506,0,0
snp,er,0,3,100,16,2,0.000397920608521,0.000397,0.03,98%,31584,2,25,0,0
nx,er,1,3,100,16,3,0.0396399497986,0.039644,0.13,82%,29136,10,49,0,0
gl,er,1,3,100,16,3,0.176344,2.62695,0.35,915%,21288,8482,1383,0,0
gtp,er,1,3,100,16,3.0,0.000329971313477,0.000328,0.17,99%,63132,37,36,0,0
glp,er,1,3,100,16,3,0.206344,7.89157,0.62,1542%,26372,8818,3340,0,0
snp,er,1,3,100,16,3,0.000182151794434,0.000198,0.03,98%,31596,2,27,0,0
nx,er,0,4,100,16,2,0.043356180191,0.043383,0.09,93%,29472,26,48,0,0
gl,er,0,4,100,16,2,0.158788,2.17208,0.67,968%,23016,6996,842,0,0
gtp,er,0,4,100,16,2.0,0.000355005264282,0.000352,0.19,98%,63136,45,29,0,0
glp,er,0,4,100,16,3,0.207857,7.06565,0.47,1903%,20312,9459,2926,0,0
snp,er,0,4,100,16,2,0.000418901443481,0.000413,0.02,91%,31580,1,26,0,0
nx,er,1,4,100,16,3,0.0483410358429,0.048391,0.14,99%,29140,9,40,0,0
gl,er,1,4,100,16,3,0.19895,2.99039,0.72,1082%,21228,8666,1455,0,0
gtp,er,1,4,100,16,3.0,0.000320196151733,0.000317,0.18,100%,63132,47,27,0,0
glp,er,1,4,100,16,3,0.190857,5.88566,0.62,1496%,22384,9285,3622,0,0
snp,er,1,4,100,16,3,0.000173807144165,0.000188,0.01,98%,31596,2,21,0,0
nx,er,0,0,100,32,2,0.0994529724121,0.099254,0.11,91%,30908,11,27,0,0
gl,er,0,0,100,32,2,0.132787,2.45223,0.50,995%,22420,6907,1599,0,0
gtp,er,0,0,100,32,2.0,0.000473976135254,0.000471,0.17,97%,63140,47,26,0,0
glp,er,0,0,100,32,3,0.222057,6.7071,0.41,1389%,22444,9453,2727,0,0
snp,er,0,0,100,32,2,0.000671148300171,0.000686,0.02,98%,31584,3,20,0,0
nx,er,1,0,100,32,2,0.0602400302887,0.060031,0.12,67%,33116,38,59,14,0
gl,er,1,0,100,32,2,0.181823,3.39173,0.53,1029%,24488,7409,986,0,0
gtp,er,1,0,100,32,2.0,0.000344038009644,0.000341,0.13,98%,63160,49,111,0,0
glp,er,1,0,100,32,2,0.161884,5.3289,0.34,1498%,22420,7292,2279,0,0
snp,er,1,0,100,32,2,0.000249147415161,0.000264,0.04,98%,31592,2,23,0,0
nx,er,0,1,100,32,2,0.12633395195,0.066282,0.07,53%,30908,10,118,0,0
gl,er,0,1,100,32,2,0.159022,3.12952,0.41,1014%,21280,7011,926,0,0
gtp,er,0,1,100,32,2.0,0.000444173812866,0.00044,0.15,98%,63144,39,74,0,0
glp,er,0,1,100,32,2,0.26318,8.14048,0.83,1795%,30404,7439,1832,0,0
snp,er,0,1,100,32,2,0.000633001327515,0.000649,0.02,98%,31584,2,39,0,0
nx,er,1,1,100,32,2,0.0612540245056,0.061262,0.13,74%,33128,21,87,0,0
gl,er,1,1,100,32,2,0.163097,3.02867,0.34,1077%,22396,7441,1013,0,0
gtp,er,1,1,100,32,2.0,0.000335931777954,0.000334,0.19,99%,63152,38,34,0,0
glp,er,1,1,100,32,2,0.213693,9.30822,0.48,1832%,26528,7134,2270,0,0
snp,er,1,1,100,32,2,0.000258922576904,0.000275,0.03,96%,31596,3,28,0,0
nx,er,0,2,100,32,2,0.0764939785004,0.071825,0.11,93%,30904,10,82,0,0
gl,er,0,2,100,32,2,0.143985,2.09801,0.42,1027%,26708,7298,1149,0,0
gtp,er,0,2,100,32,2.0,0.000491142272949,0.000487,0.16,98%,63140,48,106,0,0
glp,er,0,2,100,32,2,0.160332,5.63488,0.51,1696%,24720,7372,2281,0,0
snp,er,0,2,100,32,2,0.000637054443359,0.000652,0.01,98%,31584,3,31,0,0
nx,er,1,2,100,32,2,0.135043859482,0.063058,0.05,66%,33116,24,38,0,0
gl,er,1,2,100,32,2,0.215711,6.01098,0.27,1322%,20940,7369,1243,0,0
gtp,er,1,2,100,32,2.0,0.000323057174683,0.00032,0.15,98%,63164,45,23,0,0
glp,er,1,2,100,32,2,0.172421,5.22762,0.42,1599%,24736,7331,2033,0,0
snp,er,1,2,100,32,2,0.000249862670898,0.000263,0.02,95%,31592,2,23,0,0
nx,er,0,3,100,32,2,0.075798034668,0.06663,0.15,66%,30904,12,149,0,0
gl,er,0,3,100,32,2,0.161961,3.63348,0.53,1216%,22388,7389,1695,0,0
gtp,er,0,3,100,32,2.0,0.000394105911255,0.000391,0.16,100%,63140,41,20,0,0
glp,er,0,3,100,32,2,0.168669,5.97823,0.43,1731%,25536,7255,2211,0,0
snp,er,0,3,100,32,2,0.000627994537354,0.000641,0.02,98%,31580,3,24,0,0
nx,er,1,3,100,32,2,0.0479290485382,0.047921,0.06,75%,33112,21,60,0,0
gl,er,1,3,100,32,2,0.172508,3.51215,0.50,1141%,36480,7383,1101,0,0
gtp,er,1,3,100,32,2.0,0.00032901763916,0.000327,0.14,100%,63156,43,28,0,0
glp,er,1,3,100,32,2,0.192764,5.95692,0.51,1687%,20800,7363,2197,0,0
snp,er,1,3,100,32,2,0.000309944152832,0.000285,0.03,98%,31592,3,23,0,0
nx,er,0,4,100,32,2,0.164262056351,0.079493,0.07,60%,30904,24,116,0,0
gl,er,0,4,100,32,2,0.165225,3.60062,0.31,1306%,35096,7402,1453,0,0
gtp,er,0,4,100,32,2.0,0.000432014465332,0.000429,0.15,99%,63140,49,41,0,0
glp,er,0,4,100,32,2,0.182163,6.17711,0.37,1651%,22592,7200,2009,0,0
snp,er,0,4,100,32,2,0.00063419342041,0.000648,0.03,98%,31580,2,27,0,0
nx,er,1,4,100,32,2,0.0648241043091,0.064884,0.18,82%,33120,12,35,1,0
gl,er,1,4,100,32,2,0.120325,2.1119,0.33,1129%,28796,6890,1043,0,0
gtp,er,1,4,100,32,2.0,0.000355958938599,0.000353,0.19,100%,63160,45,15,0,0
glp,er,1,4,100,32,2,0.155155,5.44115,0.62,1552%,25188,7221,2224,0,0
snp,er,1,4,100,32,2,0.000251054763794,0.000265,0.04,98%,31596,3,28,0,0
nx,er,0,0,1000,2,12,4.01759696007,2.257376,0.09,57%,31428,13,502,0,0
gl,er,0,0,1000,2,12,0.55202,3.93081,0.99,866%,27072,21371,2203,0,0
gtp,er,0,0,1000,2,12.0,0.0741610527039,3.824042,0.19,654%,67864,160,172,0,0
glp,er,0,0,1000,2,9,0.676471,22.3431,1.79,2106%,23072,21725,7407,0,0
snp,er,0,0,1000,2,8,0.000656843185425,0.000672,0.03,98%,31584,1,22,0,0
nx,er,1,0,1000,2,0,8.29696655273e-05,9.10000000001e-05,0.15,82%,31940,19,84,0,0
gl,er,1,0,1000,2,22,0.884834,4.541,1.58,798%,27892,35132,3917,0,0
gtp,er,1,0,1000,2,18.0,0.125830888748,3.179623,0.60,554%,63776,215,372,0,0
glp,er,1,0,1000,2,18,1.55793,48.5285,2.81,2482%,33932,40171,13060,0,0
snp,er,1,0,1000,2,15,0.000341176986694,0.000357,0.03,88%,31596,2,21,0,0
nx,er,0,1,1000,2,11,2.91981315613,2.560794,0.13,86%,31432,6,169,0,0
gl,er,0,1,1000,2,11,0.492116,3.62628,1.05,741%,29408,20033,2161,0,0
gtp,er,0,1,1000,2,11.0,0.151188135147,4.211418,0.21,622%,63784,246,443,0,0
glp,er,0,1,1000,2,8,0.585038,18.8945,2.20,2130%,23152,19791,7308,0,0
snp,er,0,1,1000,2,8,0.000620126724243,0.000634,0.02,91%,31584,2,23,0,0
nx,er,1,1,1000,2,0,4.19616699219e-05,4.6e-05,0.09,67%,32196,12,34,0,0
gl,er,1,1,1000,2,22,0.893934,5.30299,1.52,765%,32508,34761,3309,0,0
gtp,er,1,1,1000,2,14.0,0.100895166397,3.015639,0.20,544%,63776,199,280,0,0
glp,er,1,1,1000,2,19,1.38395,45.5463,2.84,2553%,35084,42195,17000,0,0
snp,er,1,1,1000,2,16,0.000346899032593,0.000362,0.02,98%,31592,2,25,0,0
nx,er,0,2,1000,2,11,2.76636004448,2.67373,0.11,95%,31436,9,120,0,0
gl,er,0,2,1000,2,11,0.497348,4.02354,1.17,817%,29952,19875,1863,0,0
gtp,er,0,2,1000,2,11.0,0.111280918121,3.907303,0.36,587%,63784,212,231,0,0
glp,er,0,2,1000,2,9,0.518895,17.2958,1.90,2005%,24184,21365,8790,0,0
snp,er,0,2,1000,2,9,0.000607967376709,0.000623,0.03,98%,31580,2,22,0,0
nx,er,1,2,1000,2,0,9.67979431152e-05,0.000101,0.10,95%,32200,9,8,0,0
gl,er,1,2,1000,2,26,1.0048,5.75104,1.43,833%,42092,39627,3109,0,0
gtp,er,1,2,1000,2,18.0,0.0595939159393,2.989759,0.21,555%,63768,169,258,0,0
glp,er,1,2,1000,2,20,1.27723,40.9758,2.58,2531%,22964,43764,18004,0,0
snp,er,1,2,1000,2,19,0.000350952148438,0.00037,0.03,99%,31596,2,26,0,0
nx,er,0,3,1000,2,11,4.0102481842,3.679648,0.17,90%,31436,18,159,0,0
gl,er,0,3,1000,2,11,0.479527,3.86102,0.68,943%,27840,19533,1983,0,0
gtp,er,0,3,1000,2,11.0,0.0837919712067,4.408748,0.17,691%,63784,163,192,0,0
glp,er,0,3,1000,2,9,0.587117,19.4969,2.00,2216%,33116,21644,8621,0,0
snp,er,0,3,1000,2,8,0.000618934631348,0.000634,0.04,98%,31584,2,28,0,0
nx,er,1,3,1000,2,0,8.51154327393e-05,8.5e-05,0.16,91%,32120,14,43,0,0
gl,er,1,3,1000,2,22,0.863409,4.43187,1.23,678%,26864,34146,2485,0,0
gtp,er,1,3,1000,2,16.0,0.116782903671,2.639002,0.20,487%,63776,205,331,0,0
glp,er,1,3,1000,2,18,1.37177,44.6921,4.68,2420%,24260,40584,13360,0,0
snp,er,1,3,1000,2,16,0.000371932983398,0.000403,0.01,99%,31596,2,26,0,0
nx,er,0,4,1000,2,10,2.28633785248,2.274672,0.12,98%,31428,12,63,0,0
gl,er,0,4,1000,2,10,0.476624,4.16155,0.80,868%,26796,18074,1770,0,0
gtp,er,0,4,1000,2,10.0,0.152943134308,5.699703,0.23,762%,63780,204,451,0,0
glp,er,0,4,1000,2,9,0.715283,20.4521,2.01,2112%,24252,21820,5867,0,0
snp,er,0,4,1000,2,8,0.000635147094727,0.000649,0.05,98%,31584,2,19,0,0
nx,er,1,4,1000,2,0,6.8187713623e-05,7.4e-05,0.09,74%,32200,28,100,0,0
gl,er,1,4,1000,2,24,0.982382,4.28522,1.37,640%,31108,37369,3444,0,0
gtp,er,1,4,1000,2,17.0,0.0639889240265,2.609831,0.18,516%,63772,195,282,0,0
glp,er,1,4,1000,2,20,1.55967,48.7066,3.23,2450%,22920,44631,15203,0,0
snp,er,1,4,1000,2,21,0.000333070755005,0.000349,0.04,98%,31600,1,23,0,0
nx,er,0,0,1000,4,6,4.23134112358,4.072412,0.23,96%,35880,12,163,0,0
gl,er,0,0,1000,4,6,0.33405,2.99224,0.51,833%,36908,12896,1584,0,0
gtp,er,0,0,1000,4,6.0,0.0704998970032,3.679088,0.16,542%,63884,153,246,0,0
glp,er,0,0,1000,4,9,0.633486,21.3377,1.90,2256%,26296,21588,7578,0,0
snp,er,0,0,1000,4,5,0.000916004180908,0.000933,0.04,98%,31584,3,29,0,0
nx,er,1,0,1000,4,0,7.00950622559e-05,7.5e-05,0.10,38%,35948,61,131,54,0
gl,er,1,0,1000,4,12,0.600198,6.25479,1.13,974%,38148,21094,2299,0,0
gtp,er,1,0,1000,4,9.0,0.171969890594,4.375624,0.28,552%,63876,252,555,0,0
glp,er,1,0,1000,4,9,0.5654,19.458,1.82,2017%,23568,21335,7983,0,0
snp,er,1,0,1000,4,8,0.000478029251099,0.000494,0.02,98%,31596,3,25,0,0
nx,er,0,1,1000,4,6,4.8068010807,4.795893,0.17,98%,35904,8,70,0,0
gl,er,0,1,1000,4,6,0.352382,4.3914,0.57,987%,27564,13007,1870,0,0
gtp,er,0,1,1000,4,6.0,0.082072019577,2.909344,0.19,471%,63884,177,248,0,0
glp,er,0,1,1000,4,10,0.659917,22.8523,1.80,2211%,25312,23478,9367,0,0
snp,er,0,1,1000,4,5,0.000921964645386,0.000938,0.04,98%,31584,3,18,0,0
nx,er,1,1,1000,4,0,6.103515625e-05,5.99999999999e-05,0.14,90%,35948,27,61,0,0
gl,er,1,1,1000,4,11,0.518771,5.42959,0.85,855%,38188,19887,2069,0,0
gtp,er,1,1,1000,4,9.0,0.10062789917,3.902407,0.16,551%,63884,186,277,0,0
glp,er,1,1,1000,4,9,0.697112,25.2658,2.13,2229%,41040,21404,7931,0,0
snp,er,1,1,1000,4,8,0.000452995300293,0.000468,0.01,97%,31596,4,22,0,0
nx,er,0,2,1000,4,6,4.5238609314,4.241701,0.13,92%,35892,8,166,0,0
gl,er,0,2,1000,4,6,0.333455,3.74388,0.65,938%,25840,12967,2040,0,0
gtp,er,0,2,1000,4,6.0,0.148228883743,4.629424,0.17,589%,63884,221,379,0,0
glp,er,0,2,1000,4,12,0.824814,28.403,1.90,2295%,25816,27438,11121,0,0
snp,er,0,2,1000,4,5,0.000907182693481,0.000922,0.04,98%,31584,2,20,0,0
nx,er,1,2,1000,4,0,6.103515625e-05,5.89999999999e-05,0.12,85%,35936,15,36,0,0
gl,er,1,2,1000,4,12,0.576525,6.38571,0.86,1051%,28672,21060,1926,0,0
gtp,er,1,2,1000,4,9.0,0.103995084763,3.390207,0.25,491%,63872,221,299,0,0
glp,er,1,2,1000,4,9,0.666026,22.8939,1.93,2299%,23660,21487,7999,0,0
snp,er,1,2,1000,4,9,0.000448942184448,0.000463,0.02,95%,31596,3,19,0,0
nx,er,0,3,1000,4,6,4.53085207939,4.34776,0.11,94%,35888,13,126,0,0
gl,er,0,3,1000,4,6,0.34602,3.15052,0.48,928%,26448,13090,1753,0,0
gtp,er,0,3,1000,4,6.0,0.0961990356445,2.100245,0.18,385%,67968,199,319,0,0
glp,er,0,3,1000,4,10,0.669277,22.816,2.13,2245%,22524,23634,9740,0,0
snp,er,0,3,1000,4,5,0.000913858413696,0.000929,0.04,98%,31584,3,28,0,0
nx,er,1,3,1000,4,0,5.00679016113e-05,5.19999999999e-05,0.13,83%,35948,14,62,0,0
gl,er,1,3,1000,4,12,0.54688,4.67236,1.08,884%,30216,21337,2095,0,0
gtp,er,1,3,1000,4,9.0,0.121459007263,2.896354,0.22,425%,63880,231,420,0,0
glp,er,1,3,1000,4,10,0.660016,23.2923,2.08,2174%,25400,23325,8755,0,0
snp,er,1,3,1000,4,8,0.000447034835815,0.000463,0.02,98%,31592,3,21,0,0
nx,er,0,4,1000,4,6,3.50960493088,3.157988,0.09,91%,35896,28,69,0,0
gl,er,0,4,1000,4,6,0.342251,2.6364,0.60,802%,33600,12991,1208,0,0
gtp,er,0,4,1000,4,6.0,0.134500980377,4.323629,0.17,571%,63880,221,417,0,0
glp,er,0,4,1000,4,11,0.793145,28.0794,2.01,2442%,27256,25375,9710,0,0
snp,er,0,4,1000,4,5,0.000911951065063,0.000928,0.03,98%,31584,3,23,0,0
nx,er,1,4,1000,4,0,5.88893890381e-05,6.2e-05,0.11,97%,36228,18,60,0,0
gl,er,1,4,1000,4,12,0.560575,4.87659,1.05,1078%,37908,20939,1483,0,0
gtp,er,1,4,1000,4,8.0,0.0787751674652,2.94713,0.32,470%,63876,179,350,0,0
glp,er,1,4,1000,4,11,0.716143,23.0174,1.92,2175%,34680,25448,9032,0,0
snp,er,1,4,1000,4,8,0.00047492980957,0.00049,0.03,95%,31592,3,21,0,0
nx,er,0,0,1000,8,4,15.9037628174,10.605573,0.16,65%,41200,17,1567,0,0
gl,er,0,0,1000,8,4,0.249831,3.00055,0.43,1142%,26136,10238,1744,0,0
gtp,er,0,0,1000,8,4.0,0.101066112518,2.643052,0.33,360%,64076,187,340,0,0
glp,er,0,0,1000,8,9,0.694021,22.2615,2.09,2177%,28048,21684,7371,0,0
snp,er,0,0,1000,8,4,0.0014820098877,0.001496,0.03,85%,31584,3,25,0,0
nx,er,1,0,1000,8,7,6.90708184242,6.696376,0.12,96%,44012,9,183,0,0
gl,er,1,0,1000,8,7,0.330519,3.37032,0.74,818%,32448,14153,1714,0,0
gtp,er,1,0,1000,8,5.0,0.0928211212158,2.720076,0.17,363%,64080,201,324,0,0
glp,er,1,0,1000,8,5,0.387009,14.1862,1.73,2168%,27736,13274,4477,0,0
snp,er,1,0,1000,8,6,0.000615119934082,0.000631,0.03,91%,31592,3,19,0,0
nx,er,0,1,1000,8,4,7.44369411469,6.994308,0.12,93%,41220,9,339,0,0
gl,er,0,1,1000,8,4,0.287903,4.01974,0.65,1062%,28352,10272,1460,0,0
gtp,er,0,1,1000,8,4.0,0.141929864883,2.898685,0.38,356%,64080,245,363,0,0
glp,er,0,1,1000,8,10,0.766904,25.4746,1.80,2261%,27080,23624,8049,0,0
snp,er,0,1,1000,8,4,0.00149607658386,0.001511,0.03,98%,31584,2,20,0,0
nx,er,1,1,1000,8,7,10.289539814,7.683049,0.18,74%,43996,8,1058,0,0
gl,er,1,1,1000,8,7,0.4012,5.11782,0.63,1037%,43288,14379,1367,0,0
gtp,er,1,1,1000,8,7.0,0.0418100357056,1.498507,0.41,296%,64076,168,303,0,0
glp,er,1,1,1000,8,6,0.544007,19.4734,1.82,2260%,27416,15597,5117,0,0
snp,er,1,1,1000,8,5,0.000618934631348,0.000634,0.05,95%,31596,2,18,0,0
nx,er,0,2,1000,8,4,7.71366286278,7.108969,0.17,92%,41236,29,315,0,0
gl,er,0,2,1000,8,4,0.295493,6.46271,0.67,1295%,27616,10272,1966,0,0
gtp,er,0,2,1000,8,4.0,0.099720954895,2.987078,0.31,382%,64072,202,287,0,0
glp,er,0,2,1000,8,11,0.854287,26.7789,1.94,2157%,25080,25603,7544,0,0
snp,er,0,2,1000,8,4,0.0014750957489,0.00149,0.03,95%,31584,3,25,0,0
nx,er,1,2,1000,8,0,0.000138998031616,0.000136,0.18,92%,44028,8,47,0,0
gl,er,1,2,1000,8,6,0.366443,4.82698,0.65,1072%,35872,13059,1898,0,0
gtp,er,1,2,1000,8,5.0,0.114471912384,2.624772,0.28,352%,64084,225,315,0,0
